"","GEOID","District","District.Nbr","male_5to9","male_10to14","male_15to17","total_pop","race_white_only","race_Black_only","race_Asian_only","race_pacific_islander_only","at_least_two_races","SSI_pubassist_foodstamps","med_household_inc_12mo","house_units_w_mortgage","med_gross_rent","comp_internet_subscrip_in_house","CONUM","CSA","CBSA","ENROLL","TOTALREV","TFEDREV","FEDRCOMP","FEDRSPEC","FEDRNUTR","FEDROTHR","TSTREV","STRFORM","STRSPEC","STRTRANS","STROTHR","TLOCREV","LOCRTAX","LOCRPROP","LOCRPAR","LOCRCICO","LOCROSCH","LOCRCHAR","LOCROTHR","TOTALEXP","TCURSPND","TSALWAGE","TEMPBENE","TCURINST","TCURISAL","TCURIBEN","TCURSSVC","TCURSPUP","TCURSSTA","TCURSGEN","TCURSSCH","TCURSOTH","TCURONON","TCAPOUT","TPAYOTH","TINTRST","DEBTOUT","LONGISSU","LONGRET","PCTTOTAL","PCTFTOT","PCTFCOMP","PCTSTOT","PCTSFORM","PCTLTOT","PCTLTAXP","PCTLOTHG","PCTLCHAR","PPCSTOT","PPSALWG","PPEMPBEN","PPITOTAL","PPISALWG","PPIEMBEN","PPSTOTAL","PPSPUPIL","PPSSTAFF","PPSGENAD","PPSSCHAD","Avg.Comp"
"231",2725200,"Osseo Public School District",279,4603,5067,3258,146643,95371,25406,18162,82,5161,37947,88580,42488,1247,54618,"27053","378","33460",21221,341139,16422,3940,4407,6078,1997,208652,154701,21994,2337,29620,116065,78775,78775,0,11485,0,17036,8769,359168,298659,184725,65564,189881,131024,47178,77362,5828,15231,8187,12774,35342,31416,47656,6887,5966,161849,13588,15666,100,4.8,1.2,61.2,45.3,34,23.1,3.4,5,13176,8705,3090,8948,6174,2223,3646,275,718,386,602,19.9
"232",2728050,"Owatonna Public School District",761,976,1203,660,29481,26436,1104,514,5,332,7210,64293,8824,773,12003,"27147","N","36940",4976,71354,4040,876,1382,1388,394,50540,36083,6192,118,8147,16774,12978,12978,0,103,0,2499,1194,105153,61620,36095,13038,39608,26738,9787,15907,1804,2405,1523,2083,8092,6105,39116,2106,2311,70770,0,3979,100,5.7,1.2,70.8,50.6,23.5,18.2,0.1,3.5,11732,7254,2620,7960,5373,1967,3197,363,483,306,419,20
"233",2728080,"Park Rapids Public School District",309,338,380,203,12305,11529,104,23,0,241,2580,53882,3866,694,5175,"27057","N","N",1674,23615,1245,297,333,520,95,15415,11489,1755,0,2171,6955,4948,4948,0,222,0,1040,745,21161,19005,11013,4560,11995,7960,3119,5230,183,535,347,759,3406,1780,896,248,1012,26061,0,2046,100,5.3,1.3,65.3,48.7,29.5,21,0.9,4.4,10820,6579,2724,7165,4755,1863,3124,109,320,207,453,19.5
"234",2728110,"Parkers Prairie Public School District",547,132,133,58,2916,2900,0,1,0,11,619,62539,1026,650,1171,"27111","N","22260",558,7676,314,55,0,109,150,5667,4486,750,0,431,1695,1090,1090,0,16,13,313,263,7378,6804,3832,1005,4373,2863,772,1969,67,227,88,251,1336,462,341,213,20,590,0,285,100,4.1,0.7,73.8,58.4,22.1,14.2,0.4,4.1,11876,6867,1801,7837,5131,1384,3529,120,407,158,450,22.5
"235",2728140,"Paynesville Public School District",741,192,203,159,6088,5811,27,53,9,59,1388,63475,2053,695,2488,"27145","378","41060",933,12947,424,101,0,226,97,9027,6818,1280,3,926,3496,2215,2215,0,73,52,869,287,11861,10969,6876,1500,6510,4884,1056,3338,204,360,586,396,1792,1121,488,308,96,3575,0,755,100,3.3,0.8,69.7,52.7,27,17.1,1,6.7,11099,7370,1608,6977,5235,1132,3578,219,386,628,424,18.9
"236",2728170,"Pelican Rapids Public School District",548,195,222,210,7416,6479,316,166,0,141,1537,66884,2552,501,3017,"27111","N","22260",880,13135,707,312,0,321,74,8076,5679,620,2,1775,4352,3612,3612,0,58,16,310,356,13802,11077,6611,1643,7518,5210,1332,2753,186,127,267,466,1707,806,1652,88,985,26323,0,1242,100,5.4,2.4,61.5,43.2,33.1,27.5,0.6,2.4,12231,7513,1867,8543,5920,1514,3128,211,144,303,530,18.4
"237",2728200,"Pequot Lakes Public Schools",186,302,368,205,10085,10014,26,9,0,34,2032,62484,3701,750,4299,"27035","N","14660",1706,21735,569,154,0,326,89,14116,10846,1472,907,891,7050,5454,5454,0,170,10,945,471,20586,17277,10523,2710,11006,7430,1933,4729,326,492,389,793,2729,1542,1077,657,1575,39435,0,1591,100,2.6,0.7,64.9,49.9,32.4,25.1,0.8,4.3,9716,6168,1589,6451,4355,1133,2772,191,288,228,465,21.6
"238",2728230,"Perham-Dent Public School District",549,341,310,126,11041,10572,63,47,0,121,2254,58302,3901,724,4910,"27111","N","22260",1469,21900,733,164,0,411,158,13441,10152,1655,67,1567,7726,5993,5993,0,101,0,664,968,45321,16509,9635,2431,9900,7153,1807,5280,649,705,231,663,3032,1329,27085,482,1245,41535,0,1757,100,3.3,0.7,61.4,46.4,35.3,27.4,0.5,3,10912,6559,1655,6739,4869,1230,3594,442,480,157,451,20.6
"239",2728290,"Rushford-Peterson Public Schools",239,164,133,111,3923,3858,4,10,0,27,931,60676,1313,682,1578,"27045","462","40340",656,10907,264,65,0,130,69,7674,5120,545,0,2009,2969,2044,2044,0,25,24,472,404,13405,8054,4937,1460,4963,3506,970,2315,124,255,234,338,1364,776,4007,197,1147,33374,0,1365,100,2.4,0.6,70.4,46.9,27.2,18.7,0.4,4.3,11599,7526,2226,7566,5345,1479,3529,189,389,357,515,22.3
"240",2728320,"Pierz Public School District",484,212,196,144,5613,5508,4,21,0,50,1569,61847,1686,714,2033,"27097","N","N",1194,14318,430,104,0,287,39,11651,9396,1229,62,964,2237,1216,1216,0,35,47,592,347,14532,12314,7656,2444,7708,5272,1715,3569,192,644,458,524,1751,1037,1589,418,211,14533,9694,406,100,3,0.7,81.4,65.6,15.6,8.5,0.6,4.1,9946,6412,2047,6456,4415,1436,2989,161,539,384,439,19.9
"241",2728350,"Pillager Public School District",116,175,175,91,5184,5108,8,3,0,42,1099,66786,1976,814,2226,"27021","N","14660",1112,13857,524,131,0,325,68,10066,7720,1322,7,1017,3267,2562,2562,0,122,45,420,118,14339,11908,5207,2375,7515,4066,1800,3588,363,347,387,427,2064,805,465,1353,613,14090,0,534,100,3.8,0.9,72.6,55.7,23.6,18.5,1.2,3,10466,4683,2136,6758,3656,1619,3227,326,312,348,384,21.5
"242",2728380,"Pine City Public School District",578,329,305,228,10846,10404,89,57,6,236,2155,57847,3330,804,4101,"27115","N","N",1643,22909,870,371,14,357,128,17575,11722,3562,0,2291,4464,3351,3351,0,72,33,552,456,22732,20311,11190,4037,13772,8580,3177,5428,334,830,331,941,2992,1111,1215,733,473,17310,0,1298,100,3.8,1.6,76.7,51.2,19.5,14.6,0.5,2.4,12168,6811,2457,8382,5222,1934,3304,203,505,201,573,20.4
"243",2728950,"Pine Island Public School District",255,240,218,197,6702,6458,81,64,0,83,1822,81929,2087,707,2580,"27049","378","39860",1326,17370,350,107,0,128,115,11966,9649,1073,0,1244,5054,3700,3700,0,14,34,1123,183,15631,13705,8467,2357,8316,6029,1700,4027,317,533,321,538,2318,1362,723,263,940,41211,0,901,100,2,0.6,68.9,55.5,29.1,21.3,0.3,6.5,9778,6385,1778,6271,4547,1282,3037,239,402,242,406,22.1
"244",2728970,"Pine River-Backus Public School District",2174,246,256,84,7859,7529,47,86,0,57,1565,47589,2879,707,3531,"27021","N","14660",956,11764,766,245,0,419,102,8742,6019,1057,573,1093,2256,1480,1480,0,235,69,193,279,13333,10648,6800,1612,6483,4763,1132,3268,503,529,201,219,1816,897,2216,336,133,6030,0,315,100,6.5,2.1,74.3,51.2,19.2,12.6,2.6,1.6,10802,7113,1686,6781,4982,1184,3418,526,553,210,229,20.3
"245",2730030,"Princeton Public School District",477,923,873,397,21012,20357,38,173,10,265,5521,75448,6396,789,7595,"27095","378","33460",3387,43717,1596,328,0,740,528,32135,24666,3952,16,3501,9986,6713,6713,0,123,161,2127,862,41843,37321,21967,6391,22279,15440,4425,11728,1410,1876,963,1615,5864,3314,1866,747,1909,43537,0,6872,100,3.7,0.8,73.5,56.4,22.8,15.4,0.6,4.9,10580,6486,1887,6578,4559,1306,3463,416,554,284,477,20.2
"246",2730060,"Prior Lake-Savage Area Schools",719,1875,2054,1200,45526,40695,868,2398,0,1153,12842,114615,13718,1216,16036,"27139","378","33460",8710,117393,2481,449,1233,577,222,74964,58937,8718,103,7206,39948,24981,24981,0,2483,0,9915,2569,117471,98778,59157,22708,61922,40662,16705,25203,2690,4889,3132,3681,10811,11653,12602,1433,4658,205449,109665,8913,100,2.1,0.4,63.9,50.2,34,21.3,2.1,8.4,10504,6792,2607,7109,4668,1918,2894,309,561,360,423,22.9
"247",2730090,"Proctor Public School District",704,384,456,243,12731,12219,60,48,11,195,2545,70170,4635,812,5283,"27137","N","20260",1814,24758,806,142,236,333,95,17052,12897,2389,11,1755,6900,4032,4032,0,120,411,839,1498,35252,20896,13265,4254,13225,8935,2836,6005,505,1085,474,1145,2796,1666,13307,407,642,26505,0,970,100,3.3,0.6,68.9,52.1,27.9,16.3,2.1,3.4,11024,7313,2345,7291,4926,1563,3310,278,598,261,631,21.1
"248",2730150,"Randolph Public School District",195,79,82,56,2386,2340,0,5,0,38,505,92232,829,1071,893,"27037","378","33460",662,7971,364,15,97,89,163,5571,4769,453,0,349,2036,1279,1279,0,11,31,668,47,8361,7636,4432,1273,4814,2960,880,1975,49,247,448,278,953,847,338,212,175,5350,0,530,100,4.6,0.2,69.9,59.8,25.5,16,0.5,8.4,10840,6695,1923,7272,4471,1329,2983,74,373,677,420,21.1
"249",2730450,"Red Lake Falls Public School District",630,65,62,45,2129,2054,1,0,0,53,486,56635,779,583,957,"27125","N","N",365,5757,150,34,0,79,37,4123,3365,305,0,453,1484,1080,1080,0,12,38,220,134,5464,4860,2983,924,3033,2070,662,1503,65,76,243,359,760,324,277,220,107,3880,0,180,100,2.6,0.6,71.6,58.5,25.8,18.8,0.9,3.8,12989,8173,2532,8310,5671,1814,4118,178,208,666,984,19.1
"250",2730480,"Red Wing Public School District",256,589,490,482,19052,17140,462,133,0,626,3980,59583,5774,899,8359,"27049","378","39860",2690,41080,1516,336,0,654,526,24869,18362,3853,15,2639,14695,9936,9936,0,136,25,1958,2640,50656,34214,18326,6341,19912,12674,4304,10297,858,1503,409,1317,6210,4005,13747,1681,1014,26520,0,2956,100,3.7,0.8,60.5,44.7,35.8,24.2,0.4,4.8,11809,6813,2357,7402,4712,1600,3828,319,559,152,490,20.8
"251",2730510,"Red Lake Public School District",38,347,344,142,5815,127,24,6,0,98,2517,39676,737,498,1409,"27007","N","13420",1583,36928,13922,998,435,1055,11434,22363,13844,2261,74,6184,643,8,8,0,0,0,160,475,34451,32508,18461,7893,19915,12199,5875,10652,68,2051,508,1374,6651,1941,1449,479,15,108951,0,173,100,37.7,2.7,60.6,37.5,1.7,0,0,0.4,20138,11662,4986,12581,7706,3711,6729,43,1296,321,868,14.6
"252",2730870,"Northland Community Schools",118,104,94,41,4482,3896,21,27,0,117,616,47981,1951,633,2250,"27021","N","14660",345,8097,610,213,0,153,244,4281,2637,583,318,743,3206,2284,2284,0,299,225,71,327,14367,6240,3727,994,3940,2631,679,1975,84,267,243,189,1192,325,7371,300,456,24125,0,1276,100,7.5,2.6,52.9,32.6,39.6,28.2,6.5,0.9,17809,10803,2881,11420,7626,1968,5725,243,774,704,548,16
"253",2731750,"Richfield Public School District",280,1266,1155,818,41509,28226,4802,3136,16,1699,8238,64628,10614,1156,18506,"27053","378","33460",4411,73139,4174,1018,902,1921,333,46921,26863,6029,1337,12692,22044,16275,16275,0,2333,9,1486,1941,72370,60225,36871,13041,37821,26435,9054,18105,2254,1942,2006,2862,9041,4299,7220,1925,3000,151876,119843,4359,100,5.7,1.4,64.2,36.7,30.1,22.3,3.2,2,13270,8359,2956,8574,5993,2053,4105,511,440,455,649,18.3
"254",2731780,"Robbinsdale Public School District",281,2959,2668,1561,102910,74725,16513,4348,21,3978,21800,69714,27582,1088,42133,"27053","378","33460",12553,205669,10657,2328,2511,4588,1230,125386,83004,12418,397,29567,69626,47372,47372,0,10147,203,7271,4633,217246,184741,115796,34812,107144,77447,23449,59776,6642,12565,5398,7527,27644,17821,22958,2954,6593,146525,15125,12834,100,5.2,1.1,61,40.4,33.9,23,5,3.5,13892,9225,2773,8535,6170,1868,4762,529,1001,430,600,19.1
"255",2731800,"Rochester Public School District",535,4349,4372,2364,128647,104254,9492,8753,128,4094,30597,75418,36653,973,52124,"27109","462","40340",17791,257148,12316,2730,3386,4300,1900,172138,117348,27078,403,27309,72694,53655,53655,0,415,93,10469,8062,257183,229073,136446,54429,142053,95527,38661,65352,9410,9775,5246,10765,30156,21668,22361,1562,4187,114247,12823,9361,100,4.8,1.1,66.9,45.6,28.3,20.9,0.2,4.1,12167,7669,3059,7985,5369,2173,3673,529,549,295,605,22.3
"256",2732070,"Rockford Public School District",883,369,261,216,9878,9410,24,192,6,82,2536,82619,2998,989,3494,"27171","378","33460",1724,26359,488,142,0,252,94,15821,11872,1410,588,1951,10050,6217,6217,0,5,7,1968,1853,21416,18806,10800,2986,10341,7059,2112,6398,380,1016,394,598,4010,2067,625,389,1596,41015,0,2860,100,1.9,0.5,60,45,38.1,23.6,0,7.5,10157,6265,1732,5998,4095,1225,3711,220,589,229,347,20.7
"257",2732250,"Roseau Public School District",682,209,209,123,6752,6484,66,43,0,95,1555,63134,2139,750,2689,"27135","N","N",1179,16378,621,107,273,172,69,12418,9373,1116,0,1929,3339,2538,2538,0,208,0,523,70,15688,12717,8051,2262,8076,5712,1581,3749,189,498,194,507,2361,892,2342,213,416,13930,0,915,100,3.8,0.7,75.8,57.2,20.4,15.5,1.3,3.2,10424,6829,1919,6850,4845,1341,3180,160,422,165,430,20.8
"258",2732390,"Rosemount-Apple Valley-Eagan",196,6111,6294,3273,153845,122861,11778,9938,43,6123,39277,96642,44617,1323,56936,"27037","378","33460",28802,405336,15084,2146,5223,4227,3488,274756,199546,45021,403,29786,115496,79386,79386,0,10296,74,14594,11146,444102,360754,234493,83271,247164,173232,59112,93606,7770,18763,9563,16276,41234,19984,73812,2831,6705,166996,0,5225,100,3.7,0.5,67.8,49.2,28.5,19.6,2.6,3.6,12222,8142,2891,8581,6015,2052,3250,270,651,332,565,23.1
"259",2732430,"Roseville Public School District",623,1494,1529,800,57474,41947,5088,7251,8,2335,11214,68124,15473,1046,24413,"27123","378","33460",7768,119600,6888,1348,1731,2769,1040,77763,53882,10465,1162,12254,34949,22049,22049,0,3150,1094,6055,2601,128214,109657,64434,26029,63128,42328,17004,34043,3102,7320,3296,5494,14831,12486,11102,2015,5440,190680,158460,2760,100,5.8,1.1,65,45.1,29.2,18.4,3.5,5.1,13088,8295,3351,8127,5449,2189,4382,399,942,424,707,20.8
"260",2732460,"Rothsay Public School District",850,39,66,17,1054,1027,9,0,0,14,245,63906,381,733,441,"27167","244","47420",307,4836,172,23,0,84,65,2884,2393,100,0,391,1780,1312,1312,0,25,2,344,97,4535,3578,1994,583,1831,1238,392,1224,82,34,118,185,805,523,192,41,724,17830,0,435,100,3.6,0.5,59.6,49.5,36.8,27.1,0.6,7.1,10632,6495,1899,5964,4033,1277,3987,267,111,384,603,21
"261",2732520,"Royalton Public School District",485,171,171,88,3829,3712,7,22,0,56,974,67188,1193,732,1475,"27097","N","N",943,12194,356,130,0,204,22,9077,6983,665,0,1429,2761,1969,1969,0,20,0,492,280,12637,9473,5923,1448,5518,3884,929,3068,347,360,219,270,1872,887,1660,446,1058,25835,0,965,100,2.9,1.1,74.4,57.3,22.6,16.1,0.2,4,9721,6281,1536,5852,4119,985,3253,368,382,232,286,21.5
"262",2732550,"Rush City Public School District",139,182,206,148,6432,5594,536,82,9,96,1257,66837,1715,834,2138,"27025","378","33460",872,11542,279,82,0,172,25,8059,6288,751,0,1020,3204,2068,2068,0,34,392,426,284,11215,9164,5468,1804,5349,3394,1173,2951,180,667,206,481,1417,864,1423,256,372,10385,0,1059,100,2.4,0.7,69.8,54.5,27.8,17.9,3.7,3.7,10011,6271,2069,6134,3892,1345,3384,206,765,236,552,20.3
"263",2732700,"South Koochiching School District",363,34,23,24,1331,1278,3,15,0,28,250,47188,522,770,576,"27071","N","N",290,6101,299,105,0,116,78,4391,3451,517,0,423,1411,356,356,0,922,0,67,66,6297,5735,3191,879,3276,2132,575,2094,334,56,252,89,1363,365,162,374,26,920,0,175,100,4.9,1.7,72,56.6,23.1,5.8,15.1,1.1,19403,11003,3031,11297,7352,1983,7221,1152,193,869,307,17.9
"264",2732820,"Sartell-St. Stephen School District",748,799,793,568,18542,17675,67,362,0,300,5265,84069,5016,995,6902,"27145","378","41060",3941,52432,1045,175,0,465,405,37586,28579,3681,45,5281,13801,9556,9556,0,79,210,2514,1442,83183,40310,25589,8498,27010,18244,6498,10141,894,2450,656,1377,4764,3159,39363,746,2764,114287,0,6935,100,2,0.3,71.7,54.5,26.3,18.2,0.6,4.8,9994,6493,2156,6854,4629,1649,2573,227,622,166,349,23.2
"265",2732850,"Sauk Centre Public School District",743,239,211,152,7767,7301,80,13,0,125,2000,61474,2272,663,3117,"27145","378","41060",1084,14843,527,179,0,260,88,9992,7773,858,106,1255,4324,3041,3041,0,47,63,818,355,13289,12105,7543,2234,7814,5360,1608,3342,137,671,255,447,1832,949,648,409,127,2665,0,735,100,3.6,1.2,67.3,52.4,29.1,20.5,0.7,5.5,10798,6958,2061,7208,4945,1483,3083,126,619,235,412,20
"266",2732880,"Sauk Rapids-Rice Public Schools",47,920,847,488,24598,23226,212,332,0,558,6160,60058,7059,789,10083,"27009","378","41060",4607,60010,2252,439,0,1014,799,43939,30982,6148,2242,4567,13819,8636,8636,0,142,983,2836,1222,53434,48603,30405,8136,29038,20995,5602,15991,2510,2653,1354,1623,7851,3574,2494,586,1751,32395,0,3869,100,3.8,0.7,73.2,51.6,23,14.4,1.9,4.7,10282,6600,1766,6303,4557,1216,3471,545,576,294,352,20.7
"267",2732970,"Sebeka Public School District",820,135,118,80,3104,3039,7,5,0,26,848,51685,1067,647,1247,"27159","N","N",514,6806,366,116,0,190,60,5524,4244,513,0,767,916,474,474,0,17,140,167,118,7727,6264,3966,1112,3793,2626,736,2011,114,301,226,194,1176,460,1166,297,0,12515,12515,0,100,5.4,1.7,81.2,62.4,13.5,7,2.3,2.5,11907,7716,2163,7379,5109,1432,3912,222,586,440,377,20.1
"268",2733000,"Shakopee Public School District",720,1819,1902,989,46239,33900,3233,4477,12,2224,12814,90705,11865,1209,15458,"27139","378","33460",8380,123515,4085,670,1290,1806,319,79210,58317,9698,223,10972,40220,29364,29364,0,3999,0,3804,3053,153459,94304,59467,17423,59454,43076,13157,27865,2963,6388,1794,5800,10920,6985,48910,1330,8915,183281,0,31546,100,3.3,0.5,64.1,47.2,32.6,23.8,3.2,3.1,10932,7096,2079,7095,5140,1570,3325,354,762,214,692,21.2
"269",2733210,"Sleepy Eye Public School District",84,217,281,130,5363,5155,16,1,0,9,1278,58750,1863,598,2280,"27015","359","35580",618,8321,510,109,0,182,219,6078,4485,510,220,863,1733,1212,1212,0,27,9,332,153,8370,7287,3769,1007,4509,3058,801,2075,138,289,271,236,1141,703,718,315,50,1155,0,310,100,6.1,1.3,73,53.9,20.8,14.6,0.4,4,11361,6099,1629,7296,4948,1296,3358,223,468,439,382,21
"270",2733270,"South St. Paul Public School District",6,765,639,507,19886,16126,634,409,0,1196,4820,64159,5266,935,7927,"27037","378","33460",3554,51586,2512,502,695,1165,150,36547,25761,4350,24,6412,12527,6668,6668,0,2293,0,1994,1572,49477,44973,27170,10893,28229,18728,7852,12364,1243,2757,1479,1620,5265,4380,2721,644,1139,33558,0,1265,100,4.9,1,70.8,49.9,24.3,12.9,4.4,3.9,11971,7645,3065,7943,5270,2209,3479,350,776,416,456,20.5
"271",2733300,"Spring Grove School District",297,62,74,26,2138,2105,14,0,0,15,506,54135,706,650,923,"27055","N","29100",345,4827,215,25,0,77,113,3516,2866,330,0,320,1096,569,569,0,22,18,211,276,4686,4186,2371,754,2648,1733,532,1255,21,256,142,160,676,283,289,185,26,970,0,79,100,4.5,0.5,72.8,59.4,22.7,11.8,0.8,4.4,11988,6872,2186,7675,5023,1542,3638,61,742,412,464,20.4
"272",2733330,"Spring Lake Park Public Schools",16,1013,1186,608,31804,24138,1861,2323,3,1614,7968,73207,9579,1126,12196,"27003","378","33460",5877,85621,3096,547,1021,1288,240,52312,39802,4167,110,8233,30213,19388,19388,0,2988,274,3938,3625,108671,63764,37665,11333,36618,25528,7754,20991,2161,4985,2157,2007,9681,6155,38981,1153,4773,128775,0,6444,100,3.6,0.6,61.1,46.5,35.3,22.6,3.8,4.6,10294,6409,1928,6231,4344,1319,3572,368,848,367,342,19.7
"273",2733390,"Springfield Public School District",85,142,126,62,3198,3143,0,9,0,11,777,58010,1086,632,1362,"27015","359","35580",558,6862,322,66,0,141,115,5316,4406,349,14,547,1224,584,584,0,8,4,457,171,7123,6581,3725,1050,3952,2720,692,2099,108,321,177,365,1128,530,344,198,0,0,0,0,100,4.7,1,77.5,64.2,17.8,8.5,0.2,6.7,11495,6676,1882,7082,4875,1240,3762,194,575,317,654,21.6
"274",2733420,"St. Anthony-New Brighton Schools",282,441,402,136,11232,8917,1114,565,0,384,2577,72411,2973,1062,4892,"27053","378","33460",1832,27038,796,124,291,267,114,16303,12957,940,666,1740,9939,6097,6097,0,995,15,1791,1041,30918,22133,13332,4532,13208,9448,3201,6570,434,825,627,1144,3540,2355,7114,379,1292,31625,14020,18285,100,2.9,0.5,60.3,47.9,36.8,22.5,3.7,6.6,11249,7277,2474,7210,5157,1747,3586,237,450,342,624,22.9
"275",2733450,"St. Charles Public School District",858,231,196,209,6087,5500,2,399,0,116,1713,76280,1636,643,2097,"27169","N","49100",956,11714,496,209,0,197,90,8391,7045,572,0,774,2827,1852,1852,0,151,8,668,148,15607,10793,6761,1736,7129,4980,1306,2697,236,244,438,449,1330,967,4335,272,207,8030,0,606,100,4.2,1.8,71.6,60.1,24.1,15.8,1.4,5.7,10885,7072,1816,7457,5209,1366,2821,247,255,458,470,20.8
"276",2733480,"St. Clair Public School District",75,90,117,56,2550,2483,30,12,0,22,595,79708,900,718,1005,"27013","359","31860",677,8279,213,43,0,78,92,5918,5048,497,0,373,2148,1418,1418,0,16,10,533,171,8210,7552,4409,1126,4413,3178,801,2545,148,266,437,330,1364,594,470,114,74,2840,0,680,100,2.6,0.5,71.5,61,25.9,17.1,0.3,6.4,10846,6513,1663,6518,4694,1183,3759,219,393,645,487,21.3
"277",2733510,"St. Cloud Public School District",742,2755,2949,1742,101729,81660,12245,3200,0,2962,20819,52586,21107,818,38336,"27145","378","41060",10096,162974,10596,3000,2473,3851,1272,114600,63638,17326,4495,29141,37778,31186,31186,0,340,211,2756,3285,208631,136901,86854,27138,86174,62130,19967,39165,3603,11765,2813,4910,16074,11562,62027,2837,6866,190446,0,8032,100,6.5,1.8,70.3,39,23.2,19.1,0.3,1.7,12995,8603,2688,8535,6154,1978,3879,357,1165,279,486,19.1
"278",2733540,"St. Francis Public School District",15,1100,1115,650,33061,30889,237,839,0,811,7930,92107,10730,1233,11530,"27003","378","33460",4568,64282,2168,378,819,760,211,44209,30674,7824,37,5674,17905,9900,9900,0,1958,184,3644,2219,65994,54719,36434,10254,34243,24553,7392,15215,1385,3325,1259,1816,7430,5261,8822,790,1663,94610,77555,5480,100,3.4,0.6,68.8,47.7,27.9,15.4,3.3,5.7,11346,7976,2245,7496,5375,1618,3331,303,728,276,398,19.2
"279",2733600,"St. James Public School District",840,164,251,159,6239,5343,4,4,0,9,1445,54816,1989,640,2545,"27165","N","N",1065,16291,942,192,0,473,277,11171,8193,1020,42,1916,4178,2904,2904,0,18,126,862,268,20047,13878,8159,2502,8081,5428,1685,4154,521,347,412,585,2289,1643,4727,455,987,27010,0,598,100,5.8,1.2,68.6,50.3,25.6,17.8,0.9,5.3,12198,7661,2349,7588,5097,1582,3900,489,326,387,549,17.6
"280",2733780,"St. Louis Park Public School District",283,1491,1206,541,46804,38897,3232,2037,20,1440,8354,81246,12544,1213,22149,"27053","378","33460",4740,80670,3183,489,1037,979,678,43761,31815,5524,627,5795,33726,25741,25741,0,232,325,5356,2072,81104,70642,43988,15753,40538,28342,9916,20738,2394,3856,2929,3025,8534,9366,8438,682,1342,122140,92950,5820,100,3.9,0.6,54.2,39.4,41.8,31.9,0.7,6.6,13355,9280,3323,8552,5979,2092,4375,505,814,618,638,21.6
"281",2733790,"St. Michael-Albertville School District",885,1091,1405,830,24348,22164,939,624,0,403,7883,104656,6597,975,8127,"27171","378","33460",6335,83149,959,136,0,577,246,60514,46473,3571,126,10344,21676,12459,12459,0,43,34,7857,1283,97989,65965,40435,12201,38893,27762,8344,19064,1634,4907,1013,1978,9532,8008,23039,645,8340,176054,0,43725,100,1.2,0.2,72.8,55.9,26.1,15,0.1,9.4,9616,6383,1926,6139,4382,1317,3009,258,775,160,312,23.3
"282",2733810,"South Washington County School District",833,4289,4088,2664,101208,83064,4996,8471,95,3567,27659,103307,29314,1429,35562,"27163","378","33460",18924,280373,7928,636,3206,2360,1726,176319,131409,24600,600,19710,96126,63808,63808,0,9271,0,18020,5027,327446,235634,145523,55376,149196,101528,37880,63119,7983,7970,5828,9783,31555,23319,68714,5094,18004,338580,23650,136020,100,2.8,0.2,62.9,46.9,34.3,22.8,3.3,6.4,11700,7690,2926,7884,5365,2002,3335,422,421,308,517,22.4
"283",2733840,"St. Paul Public School District",625,10745,10719,5977,304547,173458,48996,56855,94,14915,75786,57876,56928,968,113154,"27123","378","33460",37297,700133,68959,21574,8736,21477,17172,453944,254952,60063,773,138156,177230,116733,116733,0,32169,538,9488,18302,818767,617601,381776,144013,377447,256943,96124,176131,26592,28453,17749,25145,78192,64023,183045,5456,12665,481440,167923,31928,100,9.8,3.1,64.8,36.4,25.3,16.7,4.7,1.4,15564,10236,3861,10120,6889,2577,4722,713,763,476,674,18.1
"284",2733870,"St. Peter Public School District",508,515,262,242,15419,14112,475,405,0,301,2851,60611,3753,860,5261,"27103","359","31860",2255,32099,978,306,0,600,72,22009,16598,2313,25,3073,9112,6020,6020,0,175,721,1194,1002,45731,25208,14271,4929,16528,10552,3647,6575,607,1026,372,1092,3478,2105,16994,1153,2376,57168,0,1336,100,3,1,68.6,51.7,28.4,18.8,2.8,3.7,10809,6329,2186,7329,4679,1617,2916,269,455,165,484,21.8
"285",2733900,"Staples-Motley School District",2170,309,293,166,9567,9200,40,8,5,165,2038,48555,3200,714,4071,"27153","N","N",1119,15989,928,365,0,462,101,11888,7957,1407,692,1832,3173,1808,1808,0,139,104,622,500,15404,13809,8017,2484,8015,5159,1742,4429,310,563,448,664,2444,1365,775,761,59,1020,0,355,100,5.8,2.3,74.4,49.8,19.8,11.3,1.5,3.9,11822,7164,2220,7163,4610,1557,3958,277,503,400,593,19.8
"286",2738160,"Stewartville Public School District",534,365,424,221,9211,9001,2,31,0,149,2713,74063,2881,879,3507,"27109","462","40340",2117,25681,706,258,0,254,194,19115,15486,2111,0,1518,5860,3855,3855,0,35,0,1754,216,25037,21241,12199,4141,12788,8846,2957,6350,670,491,749,906,3534,2103,2358,564,874,30017,0,1303,100,2.7,1,74.4,60.3,22.8,15,0.1,6.8,9478,5762,1956,6041,4179,1397,3000,316,232,354,428,21.7
